session_id,duration,event_count,prop_Information,prop_Warning,prop_Error,top_transition_src,top_transition_dest,top_transition_freq,error_persistence,label
27,3.966666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
28,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
29,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
30,4.616666666666666,10,1.0,0.0,0.0,16394,102,0.1111111111111111,0,0
31,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
32,3.4166666666666665,7,0.14285714285714285,0.8571428571428571,0.0,1008,1008,0.8333333333333334,0,0
33,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
34,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
35,0.1,11,1.0,0.0,0.0,0,0,0.5,0,0
36,6.883333333333334,48,0.9375,0.0625,0.0,0,0,0.14893617021276595,0,0
37,6.533333333333333,7,1.0,0.0,0.0,1,1,0.5,0,0
38,0.0,4,0.25,0.75,0.0,1008,1008,0.6666666666666666,0,0
39,0.1,4,1.0,0.0,0.0,0,0,0.6666666666666666,0,0
40,9.766666666666667,141,0.5460992907801419,0.45390070921985815,0.0,10010,10010,0.37857142857142856,0,0
41,5.566666666666666,5,1.0,0.0,0.0,16394,16384,0.5,0,0
42,12.083333333333334,15,1.0,0.0,0.0,16394,16384,0.2857142857142857,0,0
43,8.066666666666666,48,1.0,0.0,0.0,1,1,0.8085106382978723,0,0
44,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
45,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
46,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
47,4.183333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
48,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
49,1.6,2,1.0,0.0,0.0,16394,16384,1.0,0,0
50,1.4833333333333334,27,0.2222222222222222,0.7777777777777778,0.0,10010,10010,0.6538461538461539,0,0
51,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
52,10.866666666666667,51,0.8823529411764706,0.11764705882352941,0.0,0,0,0.22,0,0
53,0.8666666666666667,2,1.0,0.0,0.0,15,256,1.0,0,0
54,0.08333333333333333,4,1.0,0.0,0.0,1,1,1.0,0,0
55,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
56,0.5666666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
57,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
58,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
59,0.0,6,1.0,0.0,0.0,105,302,0.2,0,0
60,11.183333333333334,7,1.0,0.0,0.0,16394,16384,0.5,0,0
61,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
62,0.016666666666666666,34,1.0,0.0,0.0,1,1,1.0,0,0
63,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
64,1.0,13,1.0,0.0,0.0,0,0,0.4166666666666667,0,0
65,16.8,57,0.8947368421052632,0.10526315789473684,0.0,0,0,0.125,0,0
66,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
67,0.05,3,1.0,0.0,0.0,1001,1001,1.0,0,0
68,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
69,6.966666666666667,6,1.0,0.0,0.0,1001,1001,0.4,0,0
70,10.066666666666666,17,0.7647058823529411,0.23529411764705882,0.0,1008,1008,0.1875,0,0
71,1.5333333333333334,10,1.0,0.0,0.0,1,1,0.6666666666666666,0,0
72,5.6,77,0.2727272727272727,0.7272727272727273,0.0,10010,10010,0.6842105263157895,0,0
73,0.3,20,0.5,0.0,0.5,1000,1000,0.47368421052631576,1,0
74,18.5,90,0.9666666666666667,0.03333333333333333,0.0,1,1,0.42696629213483145,0,0
75,6.3,54,0.8333333333333334,0.16666666666666666,0.0,0,0,0.16981132075471697,0,0
76,4.666666666666667,7,1.0,0.0,0.0,15,15,0.6666666666666666,0,0
77,2.95,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
78,0.18333333333333332,13,0.6923076923076923,0.0,0.3076923076923077,1000,1000,0.25,1,0
79,15.95,93,0.9032258064516129,0.0967741935483871,0.0,1,1,0.42391304347826086,0,0
80,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
81,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
82,0.016666666666666666,3,0.0,1.0,0.0,1008,1008,1.0,0,0
83,0.05,7,1.0,0.0,0.0,6000,0,0.3333333333333333,0,0
84,15.066666666666666,46,0.8695652173913043,0.13043478260869565,0.0,0,0,0.13333333333333333,0,0
85,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
86,3.6666666666666665,17,1.0,0.0,0.0,1,1,0.1875,0,0
87,6.233333333333333,4,1.0,0.0,0.0,15,8224,0.3333333333333333,0,0
88,5.1,29,1.0,0.0,0.0,11707,1033,0.10714285714285714,0,0
89,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
90,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
91,2.9,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
92,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
93,4.466666666666667,36,1.0,0.0,0.0,1,1,0.8857142857142857,0,0
94,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
95,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
96,1.5333333333333334,37,1.0,0.0,0.0,1,1,0.8611111111111112,0,0
97,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
98,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
99,1.1,5,1.0,0.0,0.0,0,0,0.5,0,0
100,6.833333333333333,83,0.30120481927710846,0.6987951807228916,0.0,10010,10010,0.6463414634146342,0,0
101,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
102,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
103,5.583333333333333,15,0.7333333333333333,0.26666666666666666,0.0,0,0,0.5714285714285714,0,0
104,0.016666666666666666,32,1.0,0.0,0.0,1,1,1.0,0,0
105,0.016666666666666666,31,1.0,0.0,0.0,1,1,1.0,0,0
106,0.7166666666666667,33,1.0,0.0,0.0,1,1,0.9375,0,0
107,0.6666666666666666,2,1.0,0.0,0.0,16394,16384,1.0,0,0
108,5.366666666666666,6,0.8333333333333334,0.16666666666666666,0.0,16394,16384,0.4,0,0
109,6.516666666666667,42,1.0,0.0,0.0,1,1,0.7317073170731707,0,0
110,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
111,0.016666666666666666,31,1.0,0.0,0.0,1,1,1.0,0,0
112,5.3,33,1.0,0.0,0.0,1,1,0.9375,0,0
113,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
114,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
115,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
116,0.03333333333333333,6,1.0,0.0,0.0,0,0,1.0,0,0
117,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
118,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
119,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
120,0.05,4,1.0,0.0,0.0,1,1,1.0,0,0
121,0.9666666666666667,9,1.0,0.0,0.0,0,0,1.0,0,0
122,0.016666666666666666,28,1.0,0.0,0.0,1,1,1.0,0,0
123,0.31666666666666665,33,0.30303030303030304,0.0,0.696969696969697,1000,1000,0.59375,1,0
124,19.466666666666665,59,0.847457627118644,0.15254237288135594,0.0,0,0,0.10344827586206896,0,0
125,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
126,0.21666666666666667,5,1.0,0.0,0.0,1,1,0.75,0,0
127,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
128,2.6333333333333333,4,0.25,0.75,0.0,1008,1008,0.6666666666666666,0,0
129,7.316666666666666,34,0.20588235294117646,0.7941176470588235,0.0,10010,10010,0.7575757575757576,0,0
130,9.2,33,1.0,0.0,0.0,1,1,0.875,0,0
131,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
132,5.583333333333333,5,1.0,0.0,0.0,16394,16384,0.5,0,0
133,2.15,2,1.0,0.0,0.0,16394,16384,1.0,0,0
134,3.2333333333333334,48,0.3125,0.6875,0.0,10010,10010,0.5531914893617021,0,0
135,0.05,88,1.0,0.0,0.0,1025,1025,0.9080459770114943,0,0
136,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
137,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
138,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
139,0.05,4,1.0,0.0,0.0,1,1,1.0,0,0
140,0.6333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
141,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
142,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
143,1.8,17,1.0,0.0,0.0,16384,1,0.125,0,0
144,12.283333333333333,137,0.7445255474452555,0.24817518248175183,0.0072992700729927005,1004,1004,0.40441176470588236,0,0
145,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
146,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
147,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
148,1.2333333333333334,12,0.6666666666666666,0.3333333333333333,0.0,10010,10010,0.18181818181818182,0,0
149,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
150,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
151,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
152,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
153,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
154,2.216666666666667,5,1.0,0.0,0.0,1,16394,0.25,0,0
155,0.03333333333333333,2,1.0,0.0,0.0,1,16394,1.0,0,0
156,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
157,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
158,2.033333333333333,25,0.28,0.72,0.0,1008,1008,0.3333333333333333,0,0
159,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
160,2.5,3,1.0,0.0,0.0,16394,16384,0.5,0,0
161,0.03333333333333333,4,0.0,1.0,0.0,1008,1008,1.0,0,0
162,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
163,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
164,1.2666666666666666,42,1.0,0.0,0.0,1,1,0.9512195121951219,0,0
165,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
166,0.5166666666666667,22,0.22727272727272727,0.7727272727272727,0.0,10010,10010,0.7142857142857143,0,0
167,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
168,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
169,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
170,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
171,1.2166666666666666,5,0.6,0.0,0.4,1000,1001,0.25,1,0
172,2.716666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
173,5.05,15,0.6,0.4,0.0,10010,10010,0.35714285714285715,0,0
174,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
175,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
176,27.0,87,0.7816091954022989,0.1839080459770115,0.034482758620689655,0,0,0.1511627906976744,1,0
177,0.016666666666666666,43,1.0,0.0,0.0,1,1,1.0,0,0
178,2.75,12,1.0,0.0,0.0,16394,16384,0.18181818181818182,0,0
179,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
180,2.2333333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
181,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
182,1.6333333333333333,2,1.0,0.0,0.0,15,256,1.0,0,0
183,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
184,2.1166666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
185,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
186,0.11666666666666667,18,0.5555555555555556,0.0,0.4444444444444444,1000,1000,0.4117647058823529,1,0
187,20.016666666666666,205,0.9365853658536586,0.06341463414634146,0.0,1025,1025,0.47549019607843135,0,0
188,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
189,5.15,5,0.4,0.6,0.0,1008,1008,0.5,0,0
190,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
191,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
192,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
193,2.1166666666666667,44,0.1590909090909091,0.8409090909090909,0.0,10010,10010,0.6976744186046512,0,0
194,0.9833333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
195,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
196,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
197,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
198,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
199,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
200,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
201,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
202,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
203,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
204,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
205,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
206,2.4833333333333334,11,1.0,0.0,0.0,16394,16384,0.1,0,0
207,3.183333333333333,7,1.0,0.0,0.0,1033,1034,0.16666666666666666,0,0
208,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
209,3.5833333333333335,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
210,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
211,1.85,4,1.0,0.0,0.0,16394,15,0.3333333333333333,0,0
212,0.11666666666666667,2,0.5,0.0,0.5,1000,1001,1.0,0,0
213,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
214,1.3833333333333333,3,1.0,0.0,0.0,15,16394,0.5,0,0
215,0.05,12,1.0,0.0,0.0,0,0,0.2727272727272727,0,0
216,20.35,84,0.9642857142857143,0.03571428571428571,0.0,1,1,0.4939759036144578,0,0
217,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
218,6.8,52,0.3269230769230769,0.6730769230769231,0.0,10010,10010,0.5490196078431373,0,0
219,0.03333333333333333,43,1.0,0.0,0.0,1,1,1.0,0,0
220,0.016666666666666666,43,1.0,0.0,0.0,1,1,1.0,0,0
221,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
222,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
223,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
224,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
225,2.283333333333333,8,0.875,0.0,0.125,16394,16384,0.14285714285714285,0,0
226,11.3,42,0.9285714285714286,0.07142857142857142,0.0,0,0,0.14634146341463414,0,0
227,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
228,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
229,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
230,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
231,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
232,0.9166666666666666,3,1.0,0.0,0.0,16394,15,0.5,0,0
233,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
234,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
235,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
236,2.8333333333333335,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
237,0.03333333333333333,17,0.11764705882352941,0.8823529411764706,0.0,10010,10010,0.8125,0,0
238,1.0,3,1.0,0.0,0.0,256,256,1.0,0,0
239,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
240,3.9,43,1.0,0.0,0.0,1,1,0.9047619047619048,0,0
241,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
242,0.0,6,1.0,0.0,0.0,300,301,0.2,0,0
243,0.18333333333333332,21,0.5714285714285714,0.0,0.42857142857142855,1000,1000,0.35,1,0
244,16.616666666666667,88,0.9545454545454546,0.03409090909090909,0.011363636363636364,1,1,0.41379310344827586,0,0
245,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
246,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
247,4.016666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
248,0.9,58,0.1724137931034483,0.8275862068965517,0.0,10010,10010,0.7017543859649122,0,0
249,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
250,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
251,4.883333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
252,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
253,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
254,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
255,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
256,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
257,1.3166666666666667,5,1.0,0.0,0.0,16394,16384,0.25,0,0
258,1.0166666666666666,2,1.0,0.0,0.0,15,256,1.0,0,0
259,2.6,6,1.0,0.0,0.0,15,16394,0.4,0,0
260,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
261,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
262,10.466666666666667,13,1.0,0.0,0.0,16394,16384,0.16666666666666666,0,0
263,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
264,1.25,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
265,0.03333333333333333,2,1.0,0.0,0.0,15,15,1.0,0,0
266,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
267,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
268,1.2,28,0.5714285714285714,0.42857142857142855,0.0,10010,10010,0.37037037037037035,0,0
269,2.566666666666667,77,0.961038961038961,0.03896103896103896,0.0,1,1,0.5131578947368421,0,0
270,8.483333333333333,19,1.0,0.0,0.0,16384,16394,0.1111111111111111,0,0
271,4.533333333333333,9,1.0,0.0,0.0,1001,1001,0.625,0,0
272,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
273,2.6666666666666665,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
274,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
275,0.7833333333333333,42,1.0,0.0,0.0,1,1,0.9512195121951219,0,0
276,5.383333333333334,14,0.7142857142857143,0.2857142857142857,0.0,1008,1008,0.23076923076923078,0,0
277,0.016666666666666666,40,1.0,0.0,0.0,1,1,1.0,0,0
278,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
279,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
280,0.016666666666666666,40,1.0,0.0,0.0,1,1,1.0,0,0
281,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
282,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
283,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
284,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
285,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
286,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
287,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
288,21.7,71,0.4507042253521127,0.5492957746478874,0.0,10010,10010,0.4,0,0
289,1.9333333333333333,11,1.0,0.0,0.0,300,301,0.1,0,0
290,0.05,2,1.0,0.0,0.0,264,15,1.0,0,0
291,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
292,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
293,6.416666666666667,12,1.0,0.0,0.0,0,0,0.36363636363636365,0,0
294,0.3,4,1.0,0.0,0.0,258,258,1.0,0,0
295,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
296,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
297,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
298,0.5166666666666667,6,1.0,0.0,0.0,1003,1003,0.6,0,0
299,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
300,0.016666666666666666,43,1.0,0.0,0.0,1,1,1.0,0,0
301,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
302,2.3666666666666667,45,1.0,0.0,0.0,1,1,0.9545454545454546,0,0
303,0.016666666666666666,43,1.0,0.0,0.0,1,1,1.0,0,0
304,6.516666666666667,47,1.0,0.0,0.0,1,1,0.9130434782608695,0,0
305,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
306,0.0,3,1.0,0.0,0.0,1042,1035,0.5,0,0
307,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
308,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
309,1.7166666666666666,12,0.8333333333333334,0.0,0.16666666666666666,16394,1,0.09090909090909091,1,0
310,4.966666666666667,43,0.20930232558139536,0.7906976744186046,0.0,10010,10010,0.6666666666666666,0,0
311,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
312,11.366666666666667,7,1.0,0.0,0.0,16394,16384,0.5,0,0
313,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
314,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
315,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
316,0.35,30,0.6,0.0,0.4,1000,1000,0.3103448275862069,1,0
317,2.6,36,0.9166666666666666,0.08333333333333333,0.0,0,0,0.14285714285714285,0,0
318,6.866666666666666,20,1.0,0.0,0.0,16394,1040,0.05263157894736842,0,0
319,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
320,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
321,3.816666666666667,39,1.0,0.0,0.0,1,1,0.9210526315789473,0,0
322,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
323,4.833333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
324,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
325,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
326,3.6333333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
327,5.533333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
328,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
329,3.15,2,1.0,0.0,0.0,16394,16384,1.0,0,0
330,4.633333333333334,43,0.20930232558139536,0.7906976744186046,0.0,10010,10010,0.6428571428571429,0,0
331,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
332,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
333,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
334,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
335,2.783333333333333,3,1.0,0.0,0.0,1001,16394,0.5,0,0
336,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
337,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
338,0.55,36,0.2222222222222222,0.7777777777777778,0.0,10010,10010,0.6857142857142857,0,0
339,2.4,8,1.0,0.0,0.0,300,301,0.14285714285714285,0,0
340,6.016666666666667,8,1.0,0.0,0.0,1003,1003,0.42857142857142855,0,0
341,4.166666666666667,6,0.6666666666666666,0.0,0.3333333333333333,1026,1000,0.2,1,0
342,4.3,5,0.8,0.0,0.2,1023,1001,0.25,0,0
343,17.833333333333332,9,1.0,0.0,0.0,16394,16384,0.375,0,0
344,0.13333333333333333,12,0.8333333333333334,0.0,0.16666666666666666,0,0,0.36363636363636365,1,0
345,16.266666666666666,46,0.9130434782608695,0.06521739130434782,0.021739130434782608,0,0,0.1111111111111111,0,0
346,0.016666666666666666,39,1.0,0.0,0.0,1,1,1.0,0,0
347,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
348,12.083333333333334,49,0.9387755102040817,0.061224489795918366,0.0,1,1,0.7916666666666666,0,0
349,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
350,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
351,0.6666666666666666,2,1.0,0.0,0.0,16394,16384,1.0,0,0
352,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
353,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
354,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
355,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
356,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
357,2.316666666666667,11,1.0,0.0,0.0,16384,1,0.1,0,0
358,1.2666666666666666,3,1.0,0.0,0.0,15,1,0.5,0,0
359,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
360,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
361,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
362,3.566666666666667,51,0.9411764705882353,0.058823529411764705,0.0,0,0,0.22,0,0
363,3.5166666666666666,3,1.0,0.0,0.0,15,16394,0.5,0,0
364,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
